"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","MiscVal","MoSold","YrSold","SaleType","SaleCondition","YrSold_YearBuilt","YearRemodel_YearBuilt","YrSold_YearRemodel"
"91",20,4,60,7200,2,NA,4,4,5,1,13,3,3,1,3,4,5,1950,1950,2,2,4,15,4,5,4,NA,0,0,0,0,2,5,2,1040,0,0,1040,0,0,1,0,2,1,4,4,7,0,3,2,420,3,0,29,0,0,0,0,1,0,7,2006,9,5,56,0,56
"92",20,4,85,8500,2,NA,4,4,5,1,13,3,3,1,3,5,3,1961,1961,4,2,7,7,4,5,2,4,600,0,635,1235,2,5,2,1235,0,0,1235,0,0,1,0,2,1,4,6,7,0,3,2,480,3,0,0,0,0,0,0,1,0,12,2006,9,1,45,0,45
"93",30,4,80,13360,2,2,1,2,5,1,7,3,3,1,3,5,7,1921,2006,2,2,14,15,4,3,1,3,713,0,163,876,2,1,2,964,0,0,964,1,0,1,0,2,1,4,5,7,0,3,2,432,3,0,0,44,0,0,0,1,0,8,2009,9,5,88,85,3
"94",190,1,60,7200,2,NA,4,4,1,1,18,3,3,2,5,6,6,1910,1998,4,2,9,9,4,5,1,4,1046,0,168,1214,3,1,1,1260,1031,0,2291,0,1,2,0,4,2,4,9,7,1,3,2,506,3,0,0,0,0,99,0,1,0,11,2007,9,5,97,88,9
"95",60,4,69,9337,2,NA,1,4,5,1,6,3,3,1,6,6,5,1997,1997,2,2,13,14,4,3,3,3,648,0,176,824,2,1,2,905,881,0,1786,1,0,2,1,3,1,3,7,7,0,2,2,684,3,0,162,0,0,0,0,1,0,5,2007,9,5,10,0,10
"96",60,4,NA,9765,2,NA,2,4,1,1,9,3,3,1,6,6,8,1993,1993,2,2,13,14,1,3,3,3,310,0,370,680,2,3,2,680,790,0,1470,0,0,2,1,3,1,4,6,7,1,1,2,420,3,232,63,0,0,0,0,1,480,4,2009,9,5,16,0,16
"97",20,4,78,10264,2,NA,1,4,5,1,6,3,3,1,3,7,5,1999,1999,2,2,13,14,3,5,3,3,1162,0,426,1588,2,1,2,1588,0,0,1588,0,0,2,0,3,1,3,6,7,0,2,2,472,3,158,29,0,0,0,0,1,0,8,2006,9,5,7,0,7
"98",20,4,73,10921,2,NA,4,2,5,1,8,3,3,1,3,4,5,1965,1965,4,2,7,7,4,5,2,4,520,0,440,960,2,5,2,960,0,0,960,1,0,1,0,3,1,4,6,7,0,1,1,432,2,120,0,0,0,0,0,1,0,5,2007,9,5,42,0,42
"99",30,4,85,10625,2,NA,4,4,1,1,8,3,3,1,3,5,5,1920,1950,2,2,14,15,4,5,1,4,108,0,350,458,2,2,1,835,0,0,835,0,0,1,0,2,1,4,5,7,0,3,1,366,3,0,0,77,0,0,0,1,400,5,2010,1,1,90,30,60
"100",20,4,77,9320,2,NA,1,4,5,1,13,3,3,1,3,4,5,1959,1959,2,2,10,11,4,5,2,4,569,0,381,950,2,2,2,1225,0,0,1225,1,0,1,1,3,1,4,6,7,0,NA,0,0,3,352,0,0,0,0,0,1,400,1,2010,9,5,51,0,51
"101",20,4,NA,10603,2,NA,1,4,5,1,17,3,3,1,3,6,7,1977,2001,2,2,10,11,4,5,3,4,1200,0,410,1610,2,3,2,1610,0,0,1610,1,0,2,0,3,1,3,6,7,2,2,2,480,3,168,68,0,0,0,0,1,0,2,2010,9,5,33,24,9
"102",60,4,77,9206,2,NA,4,4,5,1,20,3,3,1,6,6,5,1985,1985,2,2,7,7,3,5,2,3,0,0,741,741,2,5,2,977,755,0,1732,0,0,2,1,3,1,3,7,7,1,1,2,476,3,192,46,0,0,0,0,1,0,6,2010,9,5,25,0,25
"103",90,4,64,7018,2,NA,4,1,5,1,20,3,3,3,3,5,5,1979,1979,2,2,7,7,4,2,4,NA,0,0,0,0,2,5,2,1535,0,0,1535,0,0,2,0,4,2,4,8,7,0,3,2,410,3,0,0,0,0,0,0,1,0,6,2009,9,3,30,0,30
"104",20,4,94,10402,2,NA,1,4,1,1,6,3,3,1,3,7,5,2009,2009,2,2,13,14,4,5,3,3,0,0,1226,1226,2,1,2,1226,0,0,1226,0,0,2,0,3,1,3,6,7,0,2,3,740,3,0,36,0,0,0,0,1,0,5,2010,9,5,1,0,1
"105",50,5,NA,7758,2,NA,4,4,1,1,10,3,3,1,1,7,4,1931,1950,2,2,12,13,4,2,3,4,224,0,816,1040,2,1,2,1226,592,0,1818,0,0,1,1,4,1,4,7,7,2,3,1,240,3,0,0,0,0,184,0,1,0,6,2007,9,5,76,19,57
"106",60,2,75,9375,2,NA,4,4,5,1,21,3,3,1,6,8,5,2003,2004,4,2,13,14,3,5,3,1,0,0,1053,1053,2,1,2,1053,939,0,1992,0,0,2,1,3,1,3,9,7,1,2,2,648,3,140,45,0,0,0,0,1,0,8,2008,9,5,5,1,4
"107",30,5,60,10800,2,2,4,4,5,1,18,3,3,1,3,4,7,1885,1995,5,2,13,14,4,5,1,2,0,0,641,641,2,3,2,1047,0,0,1047,0,0,1,0,2,1,4,6,7,0,3,1,273,1,0,0,0,0,0,0,1,450,8,2007,9,5,122,110,12
"108",20,5,50,6000,2,NA,4,4,5,1,18,3,3,1,3,5,5,1948,1950,2,2,13,14,4,5,2,4,104,169,516,789,2,1,2,789,0,0,789,0,0,1,0,2,1,4,5,7,0,3,1,250,3,0,0,0,0,0,0,1,0,4,2008,9,6,60,2,58
"109",50,5,85,8500,2,NA,4,4,1,1,10,1,3,1,1,5,7,1919,2005,2,2,6,6,4,5,2,4,0,0,793,793,3,5,1,997,520,0,1517,0,0,2,0,3,1,2,7,7,0,NA,0,0,1,0,0,144,0,0,0,1,0,8,2007,9,5,88,86,2
"110",20,4,105,11751,2,NA,1,4,5,1,17,3,3,1,3,6,6,1977,1977,4,2,10,11,4,5,2,3,705,0,1139,1844,2,1,2,1844,0,0,1844,0,0,2,0,3,1,4,7,7,1,2,2,546,3,0,122,0,0,0,0,1,0,1,2010,1,5,33,0,33
"111",50,4,75,9525,2,NA,4,4,5,1,8,3,3,1,1,6,4,1954,1972,2,2,14,15,4,5,2,4,444,0,550,994,2,3,2,1216,639,0,1855,0,0,2,0,4,1,4,7,7,0,3,1,325,3,182,0,0,0,0,0,1,0,10,2006,9,5,52,18,34
"112",80,4,NA,7750,2,NA,1,4,5,1,9,3,3,1,8,7,5,2000,2000,2,2,13,14,4,5,3,3,250,0,134,384,2,1,2,774,656,0,1430,0,0,2,1,3,1,4,7,7,1,1,2,400,3,180,0,0,0,0,0,1,0,4,2010,9,5,10,0,10
"113",60,4,77,9965,2,NA,4,4,5,1,6,3,3,1,6,7,5,2007,2007,2,2,13,14,3,5,3,1,984,0,280,1264,2,1,2,1282,1414,0,2696,1,0,2,1,4,1,1,10,7,1,1,3,792,3,120,184,0,0,168,0,1,0,10,2007,7,6,0,0,0
"114",20,4,NA,21000,2,NA,4,1,1,1,7,3,3,1,3,6,5,1953,1953,4,2,14,15,4,3,2,3,35,869,905,1809,2,5,2,2259,0,0,2259,1,0,2,0,3,1,3,7,7,2,3,2,450,3,166,120,192,0,0,0,1,0,10,2007,1,1,54,0,54
"115",70,4,61,7259,2,NA,1,4,5,2,7,3,3,1,6,6,8,1945,2002,3,2,14,15,4,5,2,4,774,150,104,1028,2,1,2,1436,884,0,2320,1,0,2,1,3,1,3,9,7,1,3,1,180,3,224,0,0,0,0,0,1,0,7,2007,9,5,62,57,5
"116",160,2,34,3230,2,3,4,4,1,1,21,3,3,5,6,6,5,1999,1999,2,2,9,9,4,5,3,3,419,0,310,729,2,3,2,729,729,0,1458,0,0,2,1,2,1,4,5,7,1,3,2,440,3,0,32,0,0,0,0,1,0,6,2007,9,5,8,0,8
"117",20,4,NA,11616,2,NA,4,4,5,1,19,3,3,1,3,5,5,1962,1962,2,2,14,15,4,5,2,4,170,670,252,1092,2,5,2,1092,0,0,1092,0,1,1,0,3,1,4,6,7,1,3,1,288,3,0,20,144,0,0,0,1,0,9,2009,9,5,47,0,47
"118",20,4,74,8536,2,NA,4,4,1,1,8,3,3,1,3,5,5,2006,2007,2,2,13,14,4,5,3,3,0,0,1125,1125,2,3,2,1125,0,0,1125,0,0,1,1,2,1,4,5,7,0,3,2,430,3,80,64,0,0,0,0,1,0,4,2007,7,6,1,1,0
"119",60,4,90,12376,2,NA,4,4,1,1,20,3,3,1,6,7,5,1990,1990,4,2,10,11,4,5,3,3,1470,0,203,1673,2,3,2,1699,1523,0,3222,1,0,3,0,5,1,3,11,7,2,3,3,594,3,367,0,0,0,0,0,1,0,5,2010,9,5,20,0,20
"120",60,4,65,8461,2,NA,4,4,5,1,6,3,3,1,6,6,5,2005,2006,2,2,13,14,3,5,3,3,0,0,728,728,2,1,2,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,1,2,390,3,0,24,0,0,0,0,1,0,7,2006,7,6,1,1,0
"121",80,4,NA,21453,2,NA,1,3,2,3,5,3,3,1,8,6,5,1969,1969,1,4,10,11,4,5,2,4,938,0,0,938,2,1,2,988,0,0,988,1,0,1,0,1,1,4,4,7,2,3,2,540,3,0,130,0,130,0,0,1,0,10,2006,9,5,37,0,37
"122",50,5,50,6060,2,NA,4,4,5,1,10,3,3,1,1,4,5,1939,1950,2,2,1,1,4,5,3,4,0,0,732,732,2,3,2,772,351,0,1123,0,0,1,0,3,1,4,4,7,0,3,1,264,2,0,0,140,0,0,0,1,0,6,2007,9,5,68,11,57
"123",20,4,75,9464,2,NA,4,4,1,1,13,3,3,1,3,6,7,1958,1958,4,2,9,9,4,3,2,4,570,0,510,1080,2,3,2,1080,0,0,1080,0,0,1,0,3,1,4,5,7,0,3,1,288,3,0,0,0,0,130,0,1,0,6,2008,9,5,50,0,50
"124",120,4,55,7892,2,NA,4,4,5,1,20,3,3,5,3,6,5,1993,1993,2,2,10,11,3,5,3,3,300,0,899,1199,2,1,2,1199,0,0,1199,0,0,2,0,2,1,3,5,7,0,2,2,530,3,0,63,0,0,0,0,1,0,3,2008,9,5,15,0,15
"125",20,4,48,17043,2,NA,1,4,2,1,17,3,3,1,3,6,5,1979,1998,2,2,7,7,4,3,2,3,0,0,1362,1362,2,5,2,1586,0,0,1586,0,0,2,0,3,1,4,7,7,1,3,2,435,3,192,0,0,0,0,0,1,0,1,2009,9,5,30,19,11
"126",190,5,60,6780,2,NA,4,4,5,1,10,3,3,2,1,6,8,1935,1982,2,2,14,15,4,2,2,4,490,0,30,520,2,3,1,520,0,234,754,1,0,1,0,2,1,4,5,7,0,NA,0,0,1,53,0,0,0,0,0,1,0,6,2006,9,5,71,47,24
"127",120,4,NA,4928,2,NA,1,4,5,1,15,3,3,5,3,6,5,1976,1976,2,2,10,11,4,5,2,3,120,0,958,1078,2,5,2,958,0,0,958,0,0,2,0,2,1,4,5,7,1,2,2,440,3,0,205,0,0,0,0,1,0,2,2007,9,5,31,0,31
"128",45,5,55,4388,2,NA,1,1,5,1,18,2,3,1,2,5,7,1930,1950,2,2,15,15,4,3,1,4,116,0,556,672,2,1,2,840,0,0,840,0,0,1,0,3,1,4,5,7,1,NA,0,0,1,0,0,0,0,0,0,1,0,6,2007,9,5,77,20,57
"129",60,4,69,7590,2,NA,4,4,5,1,13,5,3,1,6,6,5,1966,1966,2,2,13,14,4,5,2,4,512,0,148,660,2,5,2,660,688,0,1348,0,0,1,1,3,1,4,6,7,1,2,2,453,3,188,108,0,0,0,0,1,0,7,2006,9,5,40,0,40
"130",20,4,69,8973,2,NA,4,4,5,1,13,3,3,1,3,5,7,1958,1991,2,2,10,11,4,5,2,4,567,28,413,1008,2,5,2,1053,0,0,1053,0,1,1,1,3,1,1,6,7,0,2,2,750,3,0,80,0,180,0,0,1,0,7,2006,9,1,48,33,15
"131",60,4,88,14200,2,NA,4,4,1,1,13,3,3,1,6,7,6,1966,1966,2,2,9,9,4,5,2,4,445,0,479,924,2,1,2,1216,941,0,2157,0,0,2,1,4,1,3,8,7,2,1,2,487,3,105,66,0,0,0,0,1,0,5,2006,9,5,40,0,40
"132",60,4,NA,12224,2,NA,1,4,1,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,3,5,3,3,695,0,297,992,2,1,2,1022,1032,0,2054,1,0,2,1,3,1,3,7,7,1,2,2,390,3,24,48,0,0,0,0,1,0,7,2009,9,5,9,0,9
"133",20,4,75,7388,2,NA,4,4,1,1,13,3,3,1,3,5,6,1959,2002,2,2,9,9,4,5,2,4,405,0,658,1063,2,3,2,1327,0,0,1327,1,0,1,0,3,1,3,7,7,0,3,2,624,3,0,0,0,0,0,0,1,0,7,2007,9,5,48,43,5
"134",20,4,NA,6853,2,NA,1,4,5,1,24,3,3,1,3,8,5,2001,2002,2,2,13,14,3,5,3,1,1005,0,262,1267,2,1,2,1296,0,0,1296,1,0,2,0,2,1,3,6,7,0,1,2,471,3,192,25,0,0,0,0,1,0,6,2009,9,5,8,1,7
"135",20,4,78,10335,2,NA,1,4,5,1,19,3,3,1,3,5,6,1968,1993,2,2,10,11,4,5,2,4,570,0,891,1461,2,3,2,1721,0,0,1721,0,0,2,1,3,1,4,7,3,1,2,2,440,3,0,96,180,0,0,0,1,0,7,2006,9,5,38,25,13
"136",20,4,80,10400,2,NA,4,4,5,1,17,3,3,1,3,7,6,1970,1970,4,2,10,11,4,5,3,4,0,0,1304,1304,2,3,2,1682,0,0,1682,0,0,2,0,3,1,4,7,7,1,3,2,530,3,98,0,0,0,0,0,1,0,5,2008,9,5,38,0,38
"137",20,4,NA,10355,2,NA,1,4,1,1,13,3,3,1,3,5,5,1967,1967,2,2,9,9,4,5,2,4,695,0,519,1214,2,5,2,1214,0,0,1214,0,0,2,0,3,1,4,5,7,1,2,1,318,3,0,111,0,0,0,0,1,0,7,2007,9,5,40,0,40
"138",90,4,82,11070,2,NA,4,4,5,1,12,3,3,3,3,7,5,1988,1989,2,2,13,14,4,5,2,4,0,0,1907,1907,2,3,2,1959,0,0,1959,0,0,3,0,5,2,4,9,7,0,3,3,766,3,0,0,0,0,0,0,1,0,7,2006,9,4,18,1,17
"139",60,4,73,9066,2,NA,1,4,5,1,6,3,3,1,6,8,5,1999,2000,2,2,13,14,3,5,3,3,668,0,336,1004,2,1,2,1004,848,0,1852,0,0,2,1,3,1,3,7,7,2,1,3,660,3,224,106,0,0,0,0,1,0,12,2008,9,5,9,1,8
"140",60,4,65,15426,2,NA,1,4,5,1,6,3,3,1,6,6,5,1997,1997,2,2,13,14,4,5,3,3,821,0,107,928,2,1,2,928,836,0,1764,1,0,2,1,3,1,3,7,7,0,2,2,470,3,276,99,0,0,0,0,1,0,8,2009,9,5,12,0,12
"141",20,4,70,10500,2,NA,4,4,3,1,13,3,3,1,3,4,5,1971,1971,2,2,7,7,4,5,2,4,432,0,432,864,2,5,2,864,0,0,864,0,0,1,0,3,1,4,5,7,1,NA,0,0,3,0,0,0,0,0,0,1,0,4,2010,4,5,39,0,39
"142",20,4,78,11645,2,NA,4,4,5,1,6,3,3,1,3,7,5,2005,2005,2,2,13,14,3,5,3,3,1300,0,434,1734,2,1,2,1734,0,0,1734,1,0,2,0,3,1,3,7,7,0,1,2,660,3,160,24,0,0,0,0,1,0,1,2006,9,5,1,0,1
"143",50,4,71,8520,2,NA,4,4,1,1,13,1,3,1,1,5,4,1952,1952,2,2,4,15,4,2,2,4,507,0,403,910,2,2,2,910,475,0,1385,0,0,2,0,4,1,4,6,7,0,3,2,720,3,0,0,0,0,0,0,1,0,6,2010,9,5,58,0,58
"144",20,4,78,10335,2,NA,1,4,5,1,6,3,3,1,3,7,5,1999,1999,2,2,13,14,3,5,3,3,679,0,811,1490,2,1,2,1501,0,0,1501,1,0,2,0,3,1,3,6,7,0,2,2,577,3,144,29,0,0,0,0,1,0,6,2009,9,5,10,0,10
"145",90,5,70,9100,2,NA,4,4,5,1,19,6,3,3,3,5,5,1963,1963,2,2,7,7,4,5,2,4,1332,0,396,1728,2,5,2,1728,0,0,1728,1,0,2,0,6,2,4,10,7,0,3,2,504,3,0,0,0,0,0,0,1,0,11,2006,4,1,43,0,43
"146",160,5,24,2522,2,NA,4,4,5,1,8,3,3,4,6,6,5,2004,2006,2,2,13,14,3,5,3,3,0,0,970,970,2,1,2,970,739,0,1709,0,0,2,0,3,1,3,7,1,0,3,2,380,3,0,40,0,0,0,0,1,0,4,2006,9,5,2,2,0
"147",30,5,51,6120,2,NA,4,4,1,1,4,3,3,1,3,5,7,1931,1993,2,2,14,15,4,5,1,4,209,0,506,715,2,5,2,875,0,0,875,1,0,1,0,2,1,4,5,7,0,3,1,180,3,48,0,0,0,0,0,1,0,11,2009,9,5,78,62,16
"148",60,4,NA,9505,2,NA,1,4,2,1,9,3,3,1,6,7,5,2001,2001,2,2,13,14,3,5,3,3,0,0,884,884,2,1,2,884,1151,0,2035,0,0,2,1,3,1,3,8,7,1,1,2,434,3,144,48,0,0,0,0,1,0,5,2010,9,5,9,0,9
"149",20,4,63,7500,2,NA,4,4,5,1,20,3,3,1,3,7,5,2004,2005,2,2,13,14,4,5,3,3,680,0,400,1080,2,1,2,1080,0,0,1080,1,0,1,0,3,1,3,6,7,0,NA,0,0,3,0,0,0,0,0,0,1,0,4,2008,9,5,4,1,3
"150",50,5,NA,6240,2,NA,4,4,5,1,4,3,3,1,1,5,4,1936,1950,2,2,9,9,4,5,1,3,0,0,896,896,2,3,2,896,448,0,1344,0,0,1,0,3,1,4,7,7,0,3,1,240,3,200,114,0,0,0,0,1,0,4,2006,9,5,70,14,56
"151",20,4,120,10356,2,NA,4,4,1,1,6,3,3,1,3,5,6,1975,1975,2,2,7,7,4,5,2,4,716,0,253,969,2,5,2,969,0,0,969,0,0,1,1,3,1,4,5,7,0,3,2,440,3,0,0,0,0,0,0,1,0,1,2007,9,5,32,0,32
"152",20,4,107,13891,2,NA,4,4,5,1,16,3,3,1,3,8,5,2007,2008,4,2,13,14,3,5,3,1,1400,0,310,1710,2,1,2,1710,0,0,1710,1,0,2,0,2,1,3,6,7,1,2,3,866,3,0,102,0,0,0,0,1,0,1,2008,7,6,1,1,0
"153",60,4,NA,14803,2,NA,1,4,2,1,17,3,3,1,6,6,5,1971,1971,2,2,7,7,4,5,2,4,416,0,409,825,2,3,2,1097,896,0,1993,0,0,2,1,4,1,4,8,7,1,2,2,495,3,0,66,0,0,0,0,1,0,6,2006,9,5,35,0,35
"154",20,4,NA,13500,2,NA,4,4,5,1,5,3,3,1,3,6,7,1960,1975,1,2,4,11,4,5,2,3,429,1080,93,1602,2,3,2,1252,0,0,1252,1,0,1,0,1,1,4,4,7,1,2,2,564,3,409,0,0,0,0,0,1,0,3,2008,9,5,48,15,33
"155",30,5,84,11340,2,NA,4,4,1,1,18,3,3,1,3,6,5,1923,1950,2,2,14,15,4,5,1,4,0,0,1200,1200,2,5,2,1200,0,0,1200,0,0,1,0,4,1,4,7,7,0,3,1,312,3,0,0,228,0,0,0,1,0,3,2006,9,4,83,27,56
"156",50,4,60,9600,2,NA,4,4,1,1,8,1,3,1,1,6,5,1924,1950,2,2,14,15,4,5,1,4,0,0,572,572,4,2,1,572,524,0,1096,0,0,1,0,2,1,4,5,7,0,NA,0,0,1,0,8,128,0,0,0,1,0,4,2008,9,5,84,26,58
"157",20,4,60,7200,2,NA,4,4,5,1,13,3,3,1,3,5,7,1950,1950,4,2,14,15,4,5,2,NA,0,0,0,0,2,5,2,1040,0,0,1040,0,0,1,0,2,1,4,5,7,0,3,2,625,3,0,0,0,0,0,0,1,0,6,2006,9,5,56,0,56
"158",60,4,92,12003,2,NA,4,4,1,1,24,3,3,1,6,8,5,2009,2010,2,2,13,14,3,5,3,1,0,0,774,774,2,1,2,774,1194,0,1968,0,0,2,1,4,1,1,8,7,1,1,3,680,3,0,75,0,0,0,0,1,0,5,2010,7,6,1,1,0
"159",60,2,100,12552,2,NA,4,4,1,1,21,3,3,1,6,7,5,2004,2005,2,2,13,14,3,5,3,3,222,0,769,991,2,1,2,991,956,0,1947,0,0,2,1,3,1,3,8,7,1,2,2,678,3,0,136,0,0,0,0,1,0,5,2010,9,5,6,1,5
"160",60,4,134,19378,2,NA,1,2,1,1,9,3,3,1,6,7,5,2005,2006,2,2,13,14,3,5,3,3,57,0,1335,1392,2,1,2,1392,1070,0,2462,1,0,2,1,4,1,3,9,7,1,2,2,576,3,239,132,0,168,0,0,1,0,3,2006,7,6,1,1,0
"161",20,4,NA,11120,2,NA,1,4,2,1,25,3,3,1,3,6,6,1984,1984,2,2,10,11,4,5,3,3,660,0,572,1232,2,5,2,1232,0,0,1232,0,0,2,0,3,1,4,6,7,0,3,2,516,3,0,0,0,0,0,0,1,0,6,2008,9,5,24,0,24
"162",60,4,110,13688,2,NA,1,4,5,1,16,3,3,1,6,9,5,2003,2004,2,2,13,14,3,5,3,1,1016,0,556,1572,2,1,2,1572,1096,0,2668,1,0,2,1,3,1,1,10,7,2,1,3,726,3,400,0,0,0,0,0,1,0,3,2008,9,5,5,1,4
"163",20,4,95,12182,2,NA,4,4,1,1,16,3,3,1,3,7,5,2005,2005,2,2,13,14,3,5,3,3,1201,0,340,1541,2,1,2,1541,0,0,1541,0,0,2,0,3,1,3,7,7,1,2,2,532,3,0,70,0,0,0,0,1,0,5,2010,7,6,5,0,5
"164",45,4,55,5500,2,NA,4,4,5,1,18,3,3,1,2,4,6,1956,1956,2,2,9,9,4,5,2,4,0,0,882,882,2,1,2,882,0,0,882,0,0,1,0,1,1,4,4,7,0,NA,0,0,3,0,0,0,0,0,0,1,0,4,2007,9,5,51,0,51
"165",40,5,40,5400,2,3,4,4,1,1,18,3,3,1,3,6,7,1926,2004,2,2,9,9,4,3,1,4,370,0,779,1149,2,3,2,1149,467,0,1616,0,0,2,0,3,1,3,5,7,0,3,1,216,3,0,0,183,0,0,0,1,0,10,2007,9,5,81,78,3
"166",190,4,62,10106,2,NA,4,4,5,1,8,3,3,2,1,5,7,1940,1999,2,2,14,15,4,3,1,4,351,181,112,644,2,3,2,808,547,0,1355,1,0,2,0,4,2,4,6,7,0,NA,0,0,3,140,0,0,0,0,0,1,0,9,2008,9,5,68,59,9
"167",20,4,NA,10708,2,NA,1,4,5,1,5,3,3,1,3,5,5,1955,1993,4,2,14,15,3,5,2,4,379,768,470,1617,2,1,2,1867,0,0,1867,1,0,1,0,2,1,4,7,7,3,1,1,303,3,476,0,0,0,142,0,1,0,11,2009,1,5,54,38,16
"168",60,4,86,10562,2,NA,4,4,5,1,16,3,3,1,6,8,5,2007,2007,2,2,13,14,3,5,3,1,1288,0,294,1582,2,1,2,1610,551,0,2161,1,0,1,1,3,1,1,8,7,1,1,3,789,3,178,120,0,0,0,0,1,0,11,2007,7,6,0,0,0
"169",60,4,62,8244,2,NA,1,4,5,1,9,3,3,1,6,7,5,2004,2004,2,2,13,14,3,5,3,3,0,0,840,840,2,1,2,840,880,0,1720,0,0,2,1,3,1,3,7,7,1,1,2,440,3,100,48,0,0,0,0,1,0,5,2007,9,5,3,0,3
"170",20,4,NA,16669,2,NA,1,4,1,1,24,3,3,1,3,8,6,1981,1981,4,7,10,11,3,5,2,3,0,0,1686,1686,2,5,2,1707,0,0,1707,0,0,2,1,2,1,4,6,7,1,2,2,511,3,574,64,0,0,0,0,1,0,1,2006,9,5,25,0,25
"171",50,5,NA,12358,2,NA,1,4,5,1,18,2,3,1,1,5,6,1941,1950,2,2,9,9,4,5,2,4,360,0,360,720,2,5,2,854,0,528,1382,0,0,1,1,2,1,4,7,7,0,3,2,660,3,237,0,0,0,0,0,1,0,5,2007,9,5,66,9,57
"172",20,4,141,31770,2,NA,1,4,1,1,13,3,3,1,3,6,5,1960,1960,4,2,4,11,4,5,2,4,639,0,441,1080,2,2,2,1656,0,0,1656,1,0,1,0,3,1,4,7,7,2,1,2,528,2,210,62,0,0,0,0,1,0,5,2010,9,5,50,0,50
"173",160,4,44,5306,2,NA,1,4,5,1,22,3,3,5,6,7,7,1987,1987,2,2,7,7,3,3,3,3,495,215,354,1064,2,3,2,1064,703,0,1767,1,0,2,0,2,1,3,5,7,1,2,2,504,3,441,35,0,0,0,0,1,0,6,2006,9,5,19,0,19
"174",20,4,80,10197,2,NA,1,4,5,1,13,3,3,1,3,6,5,1961,1961,2,2,15,16,4,5,2,4,288,374,700,1362,2,5,2,1362,0,0,1362,1,0,1,1,3,1,4,6,7,1,3,2,504,3,0,20,0,0,0,0,1,0,6,2008,1,5,47,0,47
"175",20,4,47,12416,2,NA,1,4,5,1,24,3,3,1,3,6,5,1986,1986,2,2,13,11,4,5,2,3,1398,208,0,1606,2,5,2,1651,0,0,1651,1,0,2,0,3,1,4,7,4,1,1,2,616,3,192,0,0,0,0,0,1,0,11,2008,9,5,22,0,22
"176",20,4,84,12615,2,NA,4,4,1,1,8,3,3,1,3,6,7,1950,2001,2,2,15,16,4,5,2,4,477,0,725,1202,2,5,2,2158,0,0,2158,1,0,2,0,4,1,3,7,7,1,3,2,576,3,0,29,39,0,0,0,1,0,6,2007,9,5,57,51,6
"177",60,4,97,10029,2,NA,1,4,1,1,5,3,3,1,6,6,5,1988,1989,2,2,10,11,3,5,3,3,831,0,320,1151,2,5,2,1164,896,0,2060,0,1,2,1,4,1,4,8,7,1,3,2,521,3,0,228,0,0,192,0,1,0,9,2007,9,5,19,1,18
"178",50,4,NA,13650,2,NA,4,4,5,1,19,3,3,1,1,5,5,1958,1958,2,2,9,9,3,3,2,4,57,441,554,1052,2,1,2,1252,668,0,1920,1,0,2,0,4,1,3,8,7,1,3,2,451,3,0,0,0,0,0,0,1,0,7,2006,9,5,48,0,48
"179",20,4,63,17423,2,NA,1,4,2,1,22,3,3,1,3,9,5,2008,2009,4,2,13,14,1,5,3,1,1904,0,312,2216,2,1,2,2234,0,0,2234,1,0,2,0,1,1,1,9,7,1,1,3,1166,3,0,60,0,0,0,0,1,0,7,2009,7,6,1,1,0
"180",30,5,60,8520,2,NA,4,4,5,1,18,3,3,1,3,5,6,1923,2006,2,2,14,15,3,5,2,4,0,0,968,968,2,5,2,968,0,0,968,0,0,1,0,2,1,4,5,7,0,3,2,480,1,0,0,184,0,0,0,1,0,7,2007,9,5,84,83,1
"181",160,2,NA,2117,2,NA,4,4,5,1,21,3,3,4,6,6,5,2000,2000,2,2,9,9,3,5,3,3,436,0,320,756,2,1,2,769,756,0,1525,0,0,2,1,3,1,3,5,7,1,3,2,440,3,0,0,0,0,0,0,1,0,6,2007,9,5,7,0,7
"182",70,4,54,7588,2,NA,4,4,5,1,7,3,3,1,6,7,6,1920,1950,2,2,12,13,4,5,1,2,352,0,441,793,2,3,2,901,901,0,1802,0,0,1,1,4,1,4,9,7,1,3,1,216,3,0,0,40,0,0,0,1,0,7,2006,9,5,86,30,56
"183",20,4,60,9060,2,NA,4,4,5,1,8,1,3,1,3,5,6,1957,2006,4,2,14,15,4,5,3,NA,0,0,0,0,2,1,2,1340,0,0,1340,0,0,1,0,3,1,4,7,7,1,2,1,252,3,116,0,0,180,0,0,1,0,6,2007,9,5,50,49,1
